      S-1:          S-2:          S-3:          S-4:          S-5:          S-6:          S-7:          S-8:          S-9:    
  27290.322581      0.000084      0.000000      0.000043      0.000045      0.000049      0.000192      0.000013      0.000005      0.000013
  27386.119257      0.000086      0.000000      0.000044      0.000046      0.000050      0.000196      0.000014      0.000005      0.000013
  27481.915934      0.000087      0.000000      0.000045      0.000047      0.000051      0.000200      0.000014      0.000005      0.000013
  27577.712610      0.000089      0.000000      0.000046      0.000048      0.000052      0.000204      0.000014      0.000005      0.000013
  27673.509286      0.000091      0.000000      0.000047      0.000049      0.000053      0.000208      0.000014      0.000005      0.000014
  27769.305963      0.000093      0.000000      0.000048      0.000050      0.000054      0.000213      0.000015      0.000005      0.000014
  27865.102639      0.000094      0.000000      0.000049      0.000051      0.000055      0.000217      0.000015      0.000005      0.000014
  27960.899316      0.000096      0.000000      0.000050      0.000052      0.000056      0.000221      0.000015      0.000005      0.000015
  28056.695992      0.000098      0.000000      0.000051      0.000053      0.000057      0.000226      0.000016      0.000005      0.000015
  28152.492669      0.000100      0.000000      0.000052      0.000054      0.000058      0.000230      0.000016      0.000005      0.000015
  28248.289345      0.000102      0.000000      0.000053      0.000055      0.000059      0.000235      0.000016      0.000006      0.000016
  28344.086022      0.000104      0.000000      0.000054      0.000056      0.000061      0.000240      0.000017      0.000006      0.000016
  28439.882698      0.000106      0.000000      0.000055      0.000057      0.000062      0.000245      0.000017      0.000006      0.000016
  28535.679374      0.000108      0.000000      0.000056      0.000058      0.000063      0.000249      0.000017      0.000006      0.000016
  28631.476051      0.000110      0.000000      0.000057      0.000059      0.000064      0.000254      0.000018      0.000006      0.000017
  28727.272727      0.000112      0.000000      0.000058      0.000061      0.000065      0.000259      0.000018      0.000006      0.000017
  28823.069404      0.000115      0.000000      0.000059      0.000062      0.000067      0.000265      0.000018      0.000006      0.000017
  28918.866080      0.000117      0.000000      0.000060      0.000063      0.000068      0.000270      0.000019      0.000006      0.000018
  29014.662757      0.000119      0.000000      0.000062      0.000064      0.000069      0.000275      0.000019      0.000007      0.000018
  29110.459433      0.000121      0.000000      0.000063      0.000065      0.000071      0.000281      0.000019      0.000007      0.000019
  29206.256109      0.000124      0.000000      0.000064      0.000067      0.000072      0.000286      0.000020      0.000007      0.000019
  29302.052786      0.000126      0.000000      0.000065      0.000068      0.000073      0.000292      0.000020      0.000007      0.000019
  29397.849462      0.000128      0.000000      0.000066      0.000069      0.000075      0.000297      0.000020      0.000007      0.000020
  29493.646139      0.000131      0.000000      0.000068      0.000071      0.000076      0.000303      0.000021      0.000007      0.000020
  29589.442815      0.000133      0.000000      0.000069      0.000072      0.000078      0.000309      0.000021      0.000007      0.000020
  29685.239492      0.000136      0.000000      0.000070      0.000073      0.000079      0.000315      0.000022      0.000008      0.000021
  29781.036168      0.000138      0.000000      0.000072      0.000075      0.000081      0.000321      0.000022      0.000008      0.000021
  29876.832845      0.000141      0.000000      0.000073      0.000076      0.000082      0.000328      0.000023      0.000008      0.000022
  29972.629521      0.000144      0.000000      0.000074      0.000078      0.000084      0.000334      0.000023      0.000008      0.000022
  30068.426197      0.000146      0.000000      0.000076      0.000079      0.000085      0.000340      0.000023      0.000008      0.000023
  30164.222874      0.000149      0.000000      0.000077      0.000080      0.000087      0.000347      0.000024      0.000008      0.000023
  30260.019550      0.000152      0.000000      0.000079      0.000082      0.000088      0.000353      0.000024      0.000008      0.000023
  30355.816227      0.000155      0.000000      0.000080      0.000084      0.000090      0.000360      0.000025      0.000009      0.000024
  30451.612903      0.000157      0.000000      0.000082      0.000085      0.000092      0.000367      0.000025      0.000009      0.000024
  30547.409580      0.000160      0.000000      0.000083      0.000087      0.000094      0.000374      0.000026      0.000009      0.000025
  30643.206256      0.000163      0.000000      0.000085      0.000088      0.000095      0.000381      0.000026      0.000009      0.000025
  30739.002933      0.000166      0.000000      0.000086      0.000090      0.000097      0.000388      0.000027      0.000009      0.000026
  30834.799609      0.000169      0.000000      0.000088      0.000092      0.000099      0.000396      0.000027      0.000009      0.000026
  30930.596285      0.000173      0.000000      0.000089      0.000093      0.000101      0.000403      0.000028      0.000010      0.000027
  31026.392962      0.000176      0.000000      0.000091      0.000095      0.000103      0.000411      0.000028      0.000010      0.000027
  31122.189638      0.000179      0.000000      0.000093      0.000097      0.000104      0.000419      0.000029      0.000010      0.000028
  31217.986315      0.000182      0.000000      0.000094      0.000099      0.000106      0.000427      0.000029      0.000010      0.000028
  31313.782991      0.000186      0.000000      0.000096      0.000100      0.000108      0.000435      0.000030      0.000010      0.000029
  31409.579668      0.000189      0.000000      0.000098      0.000102      0.000110      0.000443      0.000031      0.000011      0.000029
  31505.376344      0.000192      0.000000      0.000100      0.000104      0.000112      0.000451      0.000031      0.000011      0.000030
  31601.173021      0.000196      0.000000      0.000101      0.000106      0.000114      0.000459      0.000032      0.000011      0.000030
  31696.969697      0.000200      0.000000      0.000103      0.000108      0.000116      0.000468      0.000032      0.000011      0.000031
  31792.766373      0.000203      0.000000      0.000105      0.000110      0.000119      0.000477      0.000033      0.000011      0.000032
  31888.563050      0.000207      0.000000      0.000107      0.000112      0.000121      0.000485      0.000033      0.000012      0.000032
  31984.359726      0.000211      0.000001      0.000109      0.000114      0.000123      0.000494      0.000034      0.000012      0.000033
  32080.156403      0.000214      0.000001      0.000111      0.000116      0.000125      0.000504      0.000035      0.000012      0.000033
  32175.953079      0.000218      0.000001      0.000113      0.000118      0.000127      0.000513      0.000035      0.000012      0.000034
  32271.749756      0.000222      0.000001      0.000115      0.000120      0.000130      0.000522      0.000036      0.000012      0.000035
  32367.546432      0.000226      0.000001      0.000117      0.000122      0.000132      0.000532      0.000037      0.000013      0.000035
  32463.343109      0.000230      0.000001      0.000119      0.000125      0.000134      0.000542      0.000037      0.000013      0.000036
  32559.139785      0.000234      0.000001      0.000121      0.000127      0.000137      0.000552      0.000038      0.000013      0.000037
  32654.936461      0.000238      0.000001      0.000123      0.000129      0.000139      0.000562      0.000039      0.000013      0.000037
  32750.733138      0.000243      0.000001      0.000126      0.000131      0.000142      0.000572      0.000039      0.000014      0.000038
  32846.529814      0.000247      0.000001      0.000128      0.000134      0.000144      0.000582      0.000040      0.000014      0.000039
  32942.326491      0.000251      0.000001      0.000130      0.000136      0.000147      0.000593      0.000041      0.000014      0.000039
  33038.123167      0.000256      0.000001      0.000133      0.000138      0.000149      0.000604      0.000042      0.000014      0.000040
  33133.919844      0.000260      0.000001      0.000135      0.000141      0.000152      0.000615      0.000042      0.000015      0.000041
  33229.716520      0.000265      0.000001      0.000137      0.000143      0.000155      0.000626      0.000043      0.000015      0.000041
  33325.513196      0.000270      0.000001      0.000140      0.000146      0.000158      0.000637      0.000044      0.000015      0.000042
  33421.309873      0.000274      0.000001      0.000142      0.000149      0.000160      0.000649      0.000045      0.000015      0.000043
  33517.106549      0.000279      0.000001      0.000145      0.000151      0.000163      0.000660      0.000046      0.000016      0.000044
  33612.903226      0.000284      0.000001      0.000147      0.000154      0.000166      0.000672      0.000046      0.000016      0.000045
  33708.699902      0.000289      0.000001      0.000150      0.000157      0.000169      0.000684      0.000047      0.000016      0.000045
  33804.496579      0.000294      0.000001      0.000152      0.000159      0.000172      0.000696      0.000048      0.000017      0.000046
  33900.293255      0.000299      0.000001      0.000155      0.000162      0.000175      0.000709      0.000049      0.000017      0.000047
  33996.089932      0.000305      0.000001      0.000158      0.000165      0.000178      0.000721      0.000050      0.000017      0.000048
  34091.886608      0.000310      0.000001      0.000161      0.000168      0.000181      0.000734      0.000051      0.000018      0.000049
  34187.683284      0.000315      0.000001      0.000163      0.000171      0.000184      0.000747      0.000052      0.000018      0.000049
  34283.479961      0.000321      0.000001      0.000166      0.000174      0.000187      0.000761      0.000053      0.000018      0.000050
  34379.276637      0.000326      0.000001      0.000169      0.000177      0.000191      0.000774      0.000053      0.000018      0.000051
  34475.073314      0.000332      0.000001      0.000172      0.000180      0.000194      0.000788      0.000054      0.000019      0.000052
  34570.869990      0.000338      0.000001      0.000175      0.000183      0.000197      0.000802      0.000055      0.000019      0.000053
  34666.666667      0.000344      0.000001      0.000178      0.000186      0.000201      0.000816      0.000056      0.000019      0.000054
  34762.463343      0.000350      0.000001      0.000181      0.000189      0.000204      0.000830      0.000057      0.000020      0.000055
  34858.260020      0.000356      0.000001      0.000184      0.000193      0.000208      0.000845      0.000058      0.000020      0.000056
  34954.056696      0.000362      0.000001      0.000187      0.000196      0.000211      0.000860      0.000059      0.000020      0.000057
  35049.853372      0.000368      0.000001      0.000191      0.000199      0.000215      0.000875      0.000060      0.000021      0.000058
  35145.650049      0.000374      0.000001      0.000194      0.000203      0.000219      0.000890      0.000061      0.000021      0.000059
  35241.446725      0.000381      0.000001      0.000197      0.000206      0.000223      0.000906      0.000063      0.000022      0.000060
  35337.243402      0.000387      0.000001      0.000201      0.000210      0.000226      0.000922      0.000064      0.000022      0.000061
  35433.040078      0.000394      0.000001      0.000204      0.000213      0.000230      0.000938      0.000065      0.000022      0.000062
  35528.836755      0.000401      0.000001      0.000207      0.000217      0.000234      0.000954      0.000066      0.000023      0.000063
  35624.633431      0.000407      0.000001      0.000211      0.000221      0.000238      0.000971      0.000067      0.000023      0.000064
  35720.430108      0.000414      0.000001      0.000215      0.000225      0.000242      0.000987      0.000068      0.000024      0.000065
  35816.226784      0.000421      0.000001      0.000218      0.000228      0.000246      0.001004      0.000069      0.000024      0.000067
  35912.023460      0.000429      0.000001      0.000222      0.000232      0.000251      0.001022      0.000071      0.000024      0.000068
  36007.820137      0.000436      0.000001      0.000226      0.000236      0.000255      0.001040      0.000072      0.000025      0.000069
  36103.616813      0.000443      0.000001      0.000230      0.000240      0.000259      0.001057      0.000073      0.000025      0.000070
  36199.413490      0.000451      0.000001      0.000233      0.000244      0.000264      0.001076      0.000074      0.000026      0.000071
  36295.210166      0.000458      0.000001      0.000237      0.000248      0.000268      0.001094      0.000076      0.000026      0.000073
  36391.006843      0.000466      0.000001      0.000241      0.000253      0.000273      0.001113      0.000077      0.000027      0.000074
  36486.803519      0.000474      0.000001      0.000245      0.000257      0.000277      0.001132      0.000078      0.000027      0.000075
  36582.600196      0.000482      0.000001      0.000250      0.000261      0.000282      0.001152      0.000080      0.000027      0.000076
  36678.396872      0.000490      0.000001      0.000254      0.000266      0.000287      0.001171      0.000081      0.000028      0.000078
  36774.193548      0.000498      0.000001      0.000258      0.000270      0.000291      0.001191      0.000082      0.000028      0.000079
  36869.990225      0.000507      0.000001      0.000262      0.000275      0.000296      0.001212      0.000084      0.000029      0.000080
  36965.786901      0.000515      0.000001      0.000267      0.000279      0.000301      0.001232      0.000085      0.000029      0.000082
  37061.583578      0.000524      0.000001      0.000271      0.000284      0.000306      0.001253      0.000087      0.000030      0.000083
  37157.380254      0.000532      0.000001      0.000276      0.000289      0.000311      0.001275      0.000088      0.000030      0.000084
  37253.176931      0.000541      0.000001      0.000280      0.000294      0.000317      0.001296      0.000090      0.000031      0.000086
  37348.973607      0.000550      0.000001      0.000285      0.000298      0.000322      0.001318      0.000091      0.000031      0.000087
  37444.770283      0.000560      0.000001      0.000290      0.000303      0.000327      0.001341      0.000093      0.000032      0.000089
  37540.566960      0.000569      0.000001      0.000295      0.000309      0.000333      0.001363      0.000094      0.000033      0.000090
  37636.363636      0.000578      0.000001      0.000299      0.000314      0.000338      0.001386      0.000096      0.000033      0.000092
  37732.160313      0.000588      0.000001      0.000304      0.000319      0.000344      0.001410      0.000097      0.000034      0.000093
  37827.956989      0.000598      0.000001      0.000310      0.000324      0.000350      0.001434      0.000099      0.000034      0.000095
  37923.753666      0.000608      0.000001      0.000315      0.000330      0.000356      0.001458      0.000101      0.000035      0.000097
  38019.550342      0.000618      0.000001      0.000320      0.000335      0.000361      0.001482      0.000102      0.000035      0.000098
  38115.347019      0.000628      0.000002      0.000325      0.000341      0.000367      0.001507      0.000104      0.000036      0.000100
  38211.143695      0.000638      0.000002      0.000331      0.000346      0.000374      0.001532      0.000106      0.000037      0.000102
  38306.940371      0.000649      0.000002      0.000336      0.000352      0.000380      0.001558      0.000108      0.000037      0.000103
  38402.737048      0.000659      0.000002      0.000342      0.000358      0.000386      0.001584      0.000109      0.000038      0.000105
  38498.533724      0.000670      0.000002      0.000347      0.000364      0.000392      0.001611      0.000111      0.000038      0.000107
  38594.330401      0.000681      0.000002      0.000353      0.000370      0.000399      0.001638      0.000113      0.000039      0.000109
  38690.127077      0.000692      0.000002      0.000359      0.000376      0.000405      0.001665      0.000115      0.000040      0.000110
  38785.923754      0.000704      0.000002      0.000365      0.000382      0.000412      0.001693      0.000117      0.000040      0.000112
  38881.720430      0.000715      0.000002      0.000370      0.000388      0.000419      0.001721      0.000119      0.000041      0.000114
  38977.517107      0.000727      0.000002      0.000377      0.000395      0.000426      0.001749      0.000121      0.000042      0.000116
  39073.313783      0.000739      0.000002      0.000383      0.000401      0.000433      0.001779      0.000123      0.000042      0.000118
  39169.110459      0.000751      0.000002      0.000389      0.000408      0.000440      0.001808      0.000125      0.000043      0.000120
  39264.907136      0.000763      0.000002      0.000395      0.000414      0.000447      0.001838      0.000127      0.000044      0.000122
  39360.703812      0.000776      0.000002      0.000402      0.000421      0.000454      0.001868      0.000129      0.000045      0.000124
  39456.500489      0.000788      0.000002      0.000408      0.000428      0.000462      0.001899      0.000131      0.000045      0.000126
  39552.297165      0.000801      0.000002      0.000415      0.000435      0.000469      0.001931      0.000133      0.000046      0.000128
  39648.093842      0.000814      0.000002      0.000422      0.000442      0.000477      0.001963      0.000136      0.000047      0.000130
  39743.890518      0.000827      0.000002      0.000429      0.000449      0.000485      0.001995      0.000138      0.000048      0.000132
  39839.687195      0.000841      0.000002      0.000436      0.000456      0.000492      0.002028      0.000140      0.000048      0.000134
  39935.483871      0.000855      0.000002      0.000443      0.000464      0.000500      0.002061      0.000142      0.000049      0.000137
  40031.280547      0.000868      0.000002      0.000450      0.000471      0.000509      0.002095      0.000145      0.000050      0.000139
  40127.077224      0.000882      0.000002      0.000457      0.000479      0.000517      0.002130      0.000147      0.000051      0.000141
  40222.873900      0.000897      0.000002      0.000464      0.000487      0.000525      0.002164      0.000150      0.000052      0.000144
  40318.670577      0.000911      0.000002      0.000472      0.000495      0.000534      0.002200      0.000152      0.000053      0.000146
  40414.467253      0.000926      0.000002      0.000480      0.000503      0.000542      0.002236      0.000155      0.000053      0.000148
  40510.263930      0.000941      0.000002      0.000487      0.000511      0.000551      0.002273      0.000157      0.000054      0.000151
  40606.060606      0.000956      0.000002      0.000495      0.000519      0.000560      0.002310      0.000160      0.000055      0.000153
  40701.857283      0.000971      0.000002      0.000503      0.000527      0.000569      0.002347      0.000162      0.000056      0.000156
  40797.653959      0.000987      0.000002      0.000511      0.000536      0.000578      0.002386      0.000165      0.000057      0.000158
  40893.450635      0.001003      0.000002      0.000519      0.000545      0.000588      0.002425      0.000168      0.000058      0.000161
  40989.247312      0.001019      0.000002      0.000528      0.000553      0.000597      0.002464      0.000170      0.000059      0.000163
  41085.043988      0.001035      0.000002      0.000536      0.000562      0.000607      0.002504      0.000173      0.000060      0.000166
  41180.840665      0.001052      0.000003      0.000545      0.000571      0.000616      0.002545      0.000176      0.000061      0.000169
  41276.637341      0.001069      0.000003      0.000554      0.000580      0.000626      0.002586      0.000179      0.000062      0.000172
  41372.434018      0.001086      0.000003      0.000563      0.000590      0.000636      0.002628      0.000182      0.000063      0.000174
  41468.230694      0.001103      0.000003      0.000572      0.000599      0.000646      0.002671      0.000185      0.000064      0.000177
  41564.027370      0.001121      0.000003      0.000581      0.000609      0.000657      0.002714      0.000188      0.000065      0.000180
  41659.824047      0.001139      0.000003      0.000590      0.000619      0.000667      0.002758      0.000191      0.000066      0.000183
  41755.620723      0.001157      0.000003      0.000599      0.000628      0.000678      0.002803      0.000194      0.000067      0.000186
  41851.417400      0.001176      0.000003      0.000609      0.000639      0.000689      0.002848      0.000197      0.000068      0.000189
  41947.214076      0.001194      0.000003      0.000619      0.000649      0.000700      0.002894      0.000200      0.000069      0.000192
  42043.010753      0.001213      0.000003      0.000628      0.000659      0.000711      0.002941      0.000203      0.000070      0.000195
  42138.807429      0.001233      0.000003      0.000638      0.000670      0.000722      0.002988      0.000207      0.000071      0.000198
  42234.604106      0.001252      0.000003      0.000649      0.000680      0.000734      0.003036      0.000210      0.000072      0.000201
  42330.400782      0.001272      0.000003      0.000659      0.000691      0.000746      0.003085      0.000213      0.000074      0.000205
  42426.197458      0.001292      0.000003      0.000669      0.000702      0.000757      0.003135      0.000217      0.000075      0.000208
  42521.994135      0.001313      0.000003      0.000680      0.000713      0.000769      0.003185      0.000220      0.000076      0.000211
  42617.790811      0.001334      0.000003      0.000691      0.000725      0.000782      0.003236      0.000224      0.000077      0.000215
  42713.587488      0.001355      0.000003      0.000702      0.000736      0.000794      0.003288      0.000227      0.000079      0.000218
  42809.384164      0.001376      0.000003      0.000713      0.000748      0.000807      0.003341      0.000231      0.000080      0.000222
  42905.180841      0.001398      0.000003      0.000724      0.000760      0.000820      0.003394      0.000235      0.000081      0.000225
  43000.977517      0.001420      0.000003      0.000736      0.000772      0.000833      0.003449      0.000238      0.000082      0.000229
  43096.774194      0.001443      0.000003      0.000747      0.000784      0.000846      0.003504      0.000242      0.000084      0.000232
  43192.570870      0.001466      0.000004      0.000759      0.000796      0.000859      0.003560      0.000246      0.000085      0.000236
  43288.367546      0.001489      0.000004      0.000771      0.000809      0.000873      0.003617      0.000250      0.000086      0.000240
  43384.164223      0.001512      0.000004      0.000783      0.000822      0.000886      0.003674      0.000254      0.000088      0.000244
  43479.960899      0.001536      0.000004      0.000796      0.000835      0.000900      0.003733      0.000258      0.000089      0.000248
  43575.757576      0.001560      0.000004      0.000808      0.000848      0.000915      0.003792      0.000262      0.000091      0.000252
  43671.554252      0.001585      0.000004      0.000821      0.000861      0.000929      0.003853      0.000266      0.000092      0.000256
  43767.350929      0.001610      0.000004      0.000834      0.000875      0.000944      0.003914      0.000271      0.000093      0.000260
  43863.147605      0.001635      0.000004      0.000847      0.000889      0.000959      0.003976      0.000275      0.000095      0.000264
  43958.944282      0.001661      0.000004      0.000860      0.000903      0.000974      0.004040      0.000279      0.000096      0.000268
  44054.740958      0.001687      0.000004      0.000874      0.000917      0.000989      0.004104      0.000284      0.000098      0.000272
  44150.537634      0.001714      0.000004      0.000888      0.000931      0.001005      0.004169      0.000288      0.000100      0.000277
  44246.334311      0.001740      0.000004      0.000902      0.000946      0.001020      0.004235      0.000293      0.000101      0.000281
  44342.130987      0.001768      0.000004      0.000916      0.000961      0.001037      0.004302      0.000297      0.000103      0.000285
  44437.927664      0.001795      0.000004      0.000930      0.000976      0.001053      0.004370      0.000302      0.000104      0.000290
  44533.724340      0.001824      0.000004      0.000945      0.000991      0.001069      0.004440      0.000307      0.000106      0.000295
  44629.521017      0.001852      0.000004      0.000959      0.001007      0.001086      0.004510      0.000312      0.000108      0.000299
  44725.317693      0.001881      0.000005      0.000974      0.001022      0.001103      0.004581      0.000317      0.000109      0.000304
  44821.114370      0.001911      0.000005      0.000990      0.001039      0.001120      0.004654      0.000322      0.000111      0.000309
  44916.911046      0.001941      0.000005      0.001005      0.001055      0.001138      0.004727      0.000327      0.000113      0.000314
  45012.707722      0.001971      0.000005      0.001021      0.001071      0.001156      0.004802      0.000332      0.000115      0.000319
  45108.504399      0.002002      0.000005      0.001037      0.001088      0.001174      0.004878      0.000337      0.000116      0.000324
  45204.301075      0.002033      0.000005      0.001053      0.001105      0.001192      0.004955      0.000343      0.000118      0.000329
  45300.097752      0.002065      0.000005      0.001070      0.001122      0.001211      0.005033      0.000348      0.000120      0.000334
  45395.894428      0.002097      0.000005      0.001086      0.001140      0.001230      0.005112      0.000354      0.000122      0.000339
  45491.691105      0.002130      0.000005      0.001103      0.001158      0.001249      0.005193      0.000359      0.000124      0.000345
  45587.487781      0.002163      0.000005      0.001120      0.001176      0.001269      0.005274      0.000365      0.000126      0.000350
  45683.284457      0.002197      0.000005      0.001138      0.001194      0.001288      0.005357      0.000370      0.000128      0.000355
  45779.081134      0.002231      0.000005      0.001156      0.001213      0.001308      0.005442      0.000376      0.000130      0.000361
  45874.877810      0.002266      0.000005      0.001174      0.001232      0.001329      0.005527      0.000382      0.000132      0.000367
  45970.674487      0.002301      0.000006      0.001192      0.001251      0.001350      0.005614      0.000388      0.000134      0.000373
  46066.471163      0.002337      0.000006      0.001210      0.001270      0.001371      0.005702      0.000394      0.000136      0.000378
  46162.267840      0.002373      0.000006      0.001229      0.001290      0.001392      0.005792      0.000401      0.000138      0.000384
  46258.064516      0.002410      0.000006      0.001248      0.001310      0.001414      0.005882      0.000407      0.000141      0.000390
  46353.861193      0.002447      0.000006      0.001268      0.001331      0.001436      0.005975      0.000413      0.000143      0.000396
  46449.657869      0.002485      0.000006      0.001288      0.001351      0.001458      0.006068      0.000420      0.000145      0.000403
  46545.454545      0.002524      0.000006      0.001308      0.001372      0.001481      0.006163      0.000426      0.000147      0.000409
  46641.251222      0.002563      0.000006      0.001328      0.001394      0.001504      0.006260      0.000433      0.000150      0.000415
  46737.047898      0.002603      0.000006      0.001348      0.001415      0.001527      0.006358      0.000440      0.000152      0.000422
  46832.844575      0.002644      0.000006      0.001369      0.001437      0.001551      0.006458      0.000447      0.000154      0.000429
  46928.641251      0.002685      0.000006      0.001391      0.001460      0.001575      0.006559      0.000454      0.000157      0.000435
  47024.437928      0.002726      0.000007      0.001412      0.001482      0.001599      0.006661      0.000461      0.000159      0.000442
  47120.234604      0.002768      0.000007      0.001434      0.001505      0.001624      0.006765      0.000468      0.000162      0.000449
  47216.031281      0.002811      0.000007      0.001456      0.001529      0.001649      0.006871      0.000475      0.000164      0.000456
  47311.827957      0.002855      0.000007      0.001479      0.001553      0.001675      0.006978      0.000483      0.000167      0.000463
  47407.624633      0.002899      0.000007      0.001502      0.001577      0.001701      0.007087      0.000490      0.000169      0.000470
  47503.421310      0.002944      0.000007      0.001525      0.001601      0.001727      0.007198      0.000498      0.000172      0.000478
  47599.217986      0.002990      0.000007      0.001549      0.001626      0.001754      0.007310      0.000506      0.000175      0.000485
  47695.014663      0.003036      0.000007      0.001573      0.001651      0.001781      0.007424      0.000514      0.000177      0.000493
  47790.811339      0.003083      0.000007      0.001597      0.001677      0.001809      0.007540      0.000522      0.000180      0.000500
  47886.608016      0.003131      0.000008      0.001622      0.001703      0.001837      0.007657      0.000530      0.000183      0.000508
  47982.404692      0.003179      0.000008      0.001647      0.001729      0.001865      0.007777      0.000538      0.000186      0.000516
  48078.201369      0.003228      0.000008      0.001672      0.001756      0.001894      0.007898      0.000546      0.000189      0.000524
  48173.998045      0.003278      0.000008      0.001698      0.001783      0.001924      0.008021      0.000555      0.000192      0.000532
  48269.794721      0.003329      0.000008      0.001725      0.001811      0.001953      0.008146      0.000563      0.000195      0.000541
  48365.591398      0.003380      0.000008      0.001751      0.001839      0.001984      0.008272      0.000572      0.000198      0.000549
  48461.388074      0.003432      0.000008      0.001778      0.001867      0.002014      0.008401      0.000581      0.000201      0.000558
  48557.184751      0.003485      0.000008      0.001806      0.001896      0.002045      0.008532      0.000590      0.000204      0.000566
  48652.981427      0.003539      0.000009      0.001834      0.001925      0.002077      0.008665      0.000599      0.000207      0.000575
  48748.778104      0.003594      0.000009      0.001862      0.001955      0.002109      0.008799      0.000609      0.000210      0.000584
  48844.574780      0.003649      0.000009      0.001891      0.001985      0.002142      0.008936      0.000618      0.000213      0.000593
  48940.371457      0.003706      0.000009      0.001920      0.002016      0.002175      0.009075      0.000628      0.000217      0.000602
  49036.168133      0.003763      0.000009      0.001950      0.002047      0.002208      0.009216      0.000638      0.000220      0.000612
  49131.964809      0.003821      0.000009      0.001980      0.002079      0.002243      0.009359      0.000647      0.000224      0.000621
  49227.761486      0.003880      0.000009      0.002010      0.002111      0.002277      0.009504      0.000657      0.000227      0.000631
  49323.558162      0.003940      0.000009      0.002041      0.002143      0.002312      0.009652      0.000668      0.000231      0.000641
  49419.354839      0.004001      0.000010      0.002073      0.002176      0.002348      0.009802      0.000678      0.000234      0.000651
  49515.151515      0.004062      0.000010      0.002105      0.002210      0.002384      0.009954      0.000689      0.000238      0.000661
  49610.948192      0.004125      0.000010      0.002137      0.002244      0.002421      0.010108      0.000699      0.000242      0.000671
  49706.744868      0.004189      0.000010      0.002170      0.002279      0.002459      0.010265      0.000710      0.000245      0.000681
  49802.541544      0.004253      0.000010      0.002204      0.002314      0.002497      0.010424      0.000721      0.000249      0.000692
  49898.338221      0.004319      0.000010      0.002238      0.002350      0.002535      0.010586      0.000732      0.000253      0.000703
  49994.134897      0.004385      0.000011      0.002272      0.002386      0.002574      0.010750      0.000744      0.000257      0.000714
  50089.931574      0.004453      0.000011      0.002307      0.002423      0.002614      0.010917      0.000755      0.000261      0.000725
  50185.728250      0.004522      0.000011      0.002343      0.002460      0.002654      0.011086      0.000767      0.000265      0.000736
  50281.524927      0.004591      0.000011      0.002379      0.002498      0.002695      0.011258      0.000779      0.000269      0.000747
  50377.321603      0.004662      0.000011      0.002416      0.002537      0.002737      0.011432      0.000791      0.000273      0.000759
  50473.118280      0.004734      0.000011      0.002453      0.002576      0.002779      0.011610      0.000803      0.000277      0.000771
  50568.914956      0.004807      0.000012      0.002491      0.002616      0.002822      0.011789      0.000816      0.000282      0.000783
  50664.711632      0.004881      0.000012      0.002529      0.002656      0.002865      0.011972      0.000828      0.000286      0.000795
  50760.508309      0.004956      0.000012      0.002568      0.002697      0.002910      0.012158      0.000841      0.000290      0.000807
  50856.304985      0.005033      0.000012      0.002608      0.002739      0.002954      0.012346      0.000854      0.000295      0.000820
  50952.101662      0.005110      0.000012      0.002648      0.002781      0.003000      0.012537      0.000867      0.000300      0.000832
  51047.898338      0.005189      0.000013      0.002689      0.002824      0.003046      0.012731      0.000881      0.000304      0.000845
  51143.695015      0.005269      0.000013      0.002730      0.002867      0.003093      0.012929      0.000894      0.000309      0.000858
  51239.491691      0.005350      0.000013      0.002772      0.002911      0.003141      0.013129      0.000908      0.000314      0.000872
  51335.288368      0.005433      0.000013      0.002815      0.002956      0.003190      0.013332      0.000922      0.000319      0.000885
  51431.085044      0.005517      0.000013      0.002858      0.003002      0.003239      0.013539      0.000937      0.000323      0.000899
  51526.881720      0.005602      0.000014      0.002902      0.003048      0.003289      0.013748      0.000951      0.000329      0.000913
  51622.678397      0.005688      0.000014      0.002947      0.003095      0.003339      0.013961      0.000966      0.000334      0.000927
  51718.475073      0.005776      0.000014      0.002993      0.003143      0.003391      0.014177      0.000981      0.000339      0.000941
  51814.271750      0.005865      0.000014      0.003039      0.003192      0.003443      0.014397      0.000996      0.000344      0.000956
  51910.068426      0.005955      0.000014      0.003086      0.003241      0.003496      0.014620      0.001011      0.000349      0.000971
  52005.865103      0.006047      0.000015      0.003133      0.003291      0.003550      0.014846      0.001027      0.000355      0.000986
  52101.661779      0.006140      0.000015      0.003181      0.003342      0.003605      0.015076      0.001043      0.000360      0.001001
  52197.458456      0.006235      0.000015      0.003231      0.003393      0.003661      0.015309      0.001059      0.000366      0.001016
  52293.255132      0.006331      0.000015      0.003280      0.003446      0.003717      0.015546      0.001076      0.000371      0.001032
  52389.051808      0.006429      0.000015      0.003331      0.003499      0.003775      0.015787      0.001092      0.000377      0.001048
  52484.848485      0.006528      0.000016      0.003382      0.003553      0.003833      0.016032      0.001109      0.000383      0.001064
  52580.645161      0.006629      0.000016      0.003435      0.003608      0.003892      0.016280      0.001126      0.000389      0.001081
  52676.441838      0.006731      0.000016      0.003488      0.003663      0.003952      0.016532      0.001144      0.000395      0.001098
  52772.238514      0.006835      0.000016      0.003542      0.003720      0.004013      0.016788      0.001162      0.000401      0.001115
  52868.035191      0.006940      0.000017      0.003596      0.003777      0.004075      0.017048      0.001180      0.000407      0.001132
